Part No,Category,SMC LP,CUBIX LP,Description
MXY12-400B-M9BL,,43710,45239.85,
RSDQB20-15D-A73HL,,5920,6127.2,
MXH10-20-A93L,,12030,12451.05,
MDHR3-15R,,27270,28224.45,
MHKL2-12D1S,,17710,18329.85,
MXQ6-20-M9B,,18520,19168.2,
CDQMB16-5-A93LS,,3730,3860.55,
MHS4-25D,,21005,21740.18,
CXSJL10-10-A93,,7970,8248.95,
CDQSB25-25DC-A93L,,4815,4983.53,
CDQ2B32-40DCMZ-A93L,,4110,4253.85,
MXQ16L-50CSBT-M9BWL,,32040,33161.4,
MXQ8-50C-M9BL,,28000,28980,
MXQ6L-30-M9BL,,20840,21569.4,
ZH10-B-X185,,2920,3022.2,
VP344-5GS1-02A,,2910,3011.85,
ANA1-02,,375,388.13,
CDQ2WB50-40DMZ-A93L,,10720,11095.2,
MXP16-30C-A93L,,25655,26552.93,
CDU20-70D-A93,,5955,6163.43,
CDU32-40D-A93L,,5610,5806.35,
CDU32-50D-A93L,,5735,5935.73,
CDU20-50D-A93,,4350,4502.25,
RB2015S,,3395,3513.83,
CDM2F40-50-C73L,,5020,5195.7,
JA40-14-150,,1595,1650.83,
CDQSB25-50DC-M9BL,,6155,6370.43,
KQ2H06-M5N,,116,120.06,
VP544-5GS1-03A,,3450,3570.75,
AR25-02BG-1,,1870,1935.45,
VP344-5GS1-A,,2640,2732.4,
AW20-02BG-1,,2075,2147.63,
AFD30-02B-A,,2090,2163.15,
VP344-5DZ1-01A,,3185,3296.48,
ZH10-BD-X185,,4330,4481.55,
MXQ16L-30CS,,21730,22490.55,
MSQA10L2,,41215,42657.53,
CDQ2B40-40DCMZ-A93,,4380,4533.3,
MGGLB32-75-C73C,,27760,28731.6,
CDQSB20-40DM-A93L,,4515,4673.03,
Y-G02,,405,419.18,
MXQ20-30C-M9BL,,27355,28312.43,
SS5Y5-41-02-01,,2015,2085.53,
AR20K-01BG-1,,1735,1795.73,
AR40P-270AS,,80,82.8,
MY1H20G-100L-A93L,,37770,39091.95,
JA15-6-100,,490,507.15,
MXQ8L-75-M9BL,,28935,29947.73,
CDQSB25-30DCM-A93,,4765,4931.78,
MXQ8L-30CS-M9BL,,23180,23991.3,
MY1H16G-100L-A93L,,37245,38548.58,
MXQ12L-20CS-M9BL,,23595,24420.83,
MXQ8-20CS-M9BL,,21065,21802.28,
MXQ8-40CS-M9B,,24240,25088.4,
AR20-02BG-1,,1580,1635.3,
AR25K-02BG-B,,2090,2163.15,
SS5Y5-41-07-01,,3785,3917.48,
MHZJ2-16D-M9BAVZ-X77A,,21230,21973.05,
CDM2B32-125-C73,,4340,4491.9,
CDQ2B32-75DCZ-A93L,,4365,4517.78,
CDQSB25-40DCM-A93L,,5315,5501.03,
SS5Y5-41-03-01,,2365,2447.78,
AR30-03BG-B,,1985,2054.48,
VBAT10S1,,22610,23401.35,
AKH10-00,,1145,1185.08,
MXQ12-100C-M9BWL,,37690,39009.15,
VT315V-025GS,,4500,4657.5,
SY7140-5LZE,,2850,2949.75,
AFD20-01B,,1685,1743.98,
AR20-01BG-1,,1580,1635.3,
MHY2-16D,,9655,9992.93,
RB1411S,,3135,3244.73,
MXQ12-30CS-M9BL,,23355,24172.43,
MHL2-10D,,15475,16016.63,
MXU6-20-A93,,11515,11918.03,
MXQ12-75C-M9BL,,32680,33823.8,
RBC2015S,,3490,3612.15,
SS5Y5-41-09-01,,4455,4610.93,
SY7140-5LZE-03,,3150,3260.25,
CDQ2B32-20DCZ-A93,,3555,3679.43,
CDM2F32-25AZ-C73,,5555,5749.43,
CDRQ2BS15-90,,9425,9754.88,
VHS400-03,,1890,1956.15,
AC40B-03G-B,,3790,3922.65,
SS5Y5-41-06-01,,3430,3550.05,
MXQ8-30CS-M9BL,,22950,23753.25,
MXP12-25-A93,,18940,19602.9,
MHZL2-16D,,12160,12585.6,
VHS400-04,,1890,1956.15,
AC40B-04G-B,,3790,3922.65,
RB0805S,,1930,1997.55,
JAF30-10-125,,2030,2101.05,
SY5540-5LZE,,4910,5081.85,
MSQB7AE-M9BL,,21590,22345.65,
MXP16-30-A93L,,25615,26511.53,
CDQ2B40-30DCMZ-A93L,,4570,4729.95,
IS1000E-4004,,2715,2810.03,
SS5Y5-41-10-01,,4400,4554,
SS5Y5-41-08-01,,4135,4279.73,
SS5Y5-41-11-01,,5195,5376.83,
RB0806S,,2075,2147.63,
RB1007S,,2095,2168.33,
AV3000-03-5GSC,,7465,7726.28,
AMC510-06B,,4245,4393.58,
MHZL2-20D,,13950,14438.25,
AR10-M5BG-N,,1470,1521.45,
SY5000-26-20A,,150,155.25,
SY5240-5LZE,,3550,3674.25,
SY5140-5LZE,,2645,2737.58,
MDBF100-950Z-M9PL,,15705,16254.68,
CDS2B125-500-M9PL,,18855,19514.93,
CDQMB40-30-M9PL,,8625,8926.88,
VP744-5DZ1-04A,,5315,5501.03,
MGPM100-100Z-M9PL,,35555,36799.43,
SY9340-5DZ-04,,7480,7741.8,
CDQ2A80-30DM,,6084,6296.94,
AS4201F-04-12A,,595,615.83,
AW30K-N03B,,2475,2561.63,
SY7340-5DZ-03,,6425,6649.88,
ITV2050-31N3CN3,,18800,19458,
VX222AGB,,2425,2509.88,
MKB12-10RZ-M9PL,,6880,7120.8,
CDM2F232-10AZ-A93S,,4865,5035.28,
SY5240-5DZ,,4650,4812.75,
RS2H50- 30DM-D,,17765,18386.78,
MDB1B80-175Z,,5790,5992.65,
MDB1B50-150Z,,3110,3218.85,
CD85N20-25-B,,1525,1578.38,
BMP1-032,,15,15.53,
BMG2-012,,80,82.8,
BM5-020,,290,300.15,
AR20-01BG1-B,,1150,1190.25,
VX234BZ2AXB,,4500,4657.5,
AF20-02BC-A-X2729,,4350,4502.25,
AS4002F-12A,,865,895.28,
AS3002F-10,,950,983.25,
AS2002F-08,,610,631.35,
AS2002F-06,,430,445.05,
CS2B140-50,,13055,13511.93,
SYA7420-02-F2,,4360,4512.6,
VM230-02-30RA,,1695,1754.33,
IR2000-02BG1-A,,4865,5035.28,
CDQ2B40TF-75DZ,,3055,3161.93,
ISA3-GCP-1L+ISA-14,,10345,10707.08,
MHZ2-10,,12410,12844.35,
D-A53,,1765,1826.78,
VP744-5DZ1-04M-M-X536,,30825,31903.88,
VP744-5DZ1-04-M-X538,,22395,23178.83,
CS2B140-500,,19360,20037.6,
CDQ2A32-35DMZ,,1985,2054.48,
CDQ2A32-50DMZ,,2155,2230.43,
CDQ2B32-25DMZ,,1885,1950.98,
CDQ2B32-50DMZ,,2155,2230.43,
CDQ2B50-30DMZ,,3035,3141.23,
CKG1B40-125YAZ-M9PL,,9485,9816.98,
CDM2F32-10AZ-A93S,,4865,5035.28,
D-M9P,,1155,1195.43,
D-M9B,,1110,1148.85,
D-P3DWASE,,3735,3865.73,
VBA43A-04GN,,50635,52407.23,
CJPB10-10H4,,1025,1060.88,
CDUJB10-10D,,1695,1754.33,
AS2052F-06,,485,501.98,
VXD232BZ3AXCA,,2810,2908.35,
KQ2L06-M5A,,90,93.15,
AF60-10B-A,,4185,4331.48,
AM70D-14-B,,18515,19163.03,
AMD70D-14-B,,22860,23660.1,
CDA2B80-500,,11705,12114.68,
RB1412,,2740,2835.9,
SY9320-5DZD-03,,6945,7188.08,
RB2015,,3305,3420.68,
RS2H-R50,,3675,3803.63,
MKB32TF-20LZ,,8990,9304.65,
C85N25-125,,1595,1650.83,
CQ2B32-25DZ,,1540,1593.9,
CQ2B32-10DZ,,1390,1438.65,
CQ2B32-15DCMZ,,1825,1888.88,
CQ2B32-50DCZ,,2100,2173.5,
C55B32-25M,,1930,1997.55,
MGPM32-125Z,,12660,13103.1,
CDJ2F10-30Z-A93S-B,,2390,2473.65,
T0604B-20,,1515,1568.03,
AW30K-03-B,,2500,2587.5,
AFM30-02C-A,,3965,4103.78,
AW30-03BDG-B,,3645,3772.58,
AW30-03DM-B,,3695,3824.33,
AW30-03DG-B,,3575,3700.13,
AFM30-03D-A,,2885,2985.98,
MBB80-250Z,,5700,5899.5,
VXA2260-04-1,,3035,3141.23,
MGPM40-25Z-XB6,,17185,17786.48,
AR20-02BG-B,,1600,1656,
CQ2B100-25DZ,,5825,6028.88,
CQ2B140-30DCZ,,15255,15788.93,
C55B40-25,,2480,2566.8,
T0604B-100,,7580,7845.3,
T1209B-20,,4200,4347,
CDQ2A40-100DMZ,,3155,3265.43,
CDQ2A40-125DCMZ,,5800,6003,
CDQ2A40-45DMZ,,2615,2706.53,
VNA101A-10A,,3080,3187.8,
AP100 -F01B-X201,,1680,1738.8,
CY1SG15-300BZ,,22630,23422.05,
ZS-33-D,,1095,1133.33,
CP96SDB125-250,,13895,14381.33,
CDM2L32-350AZ,,4240,4388.4,
KFG2H0806-01,,6760,6996.6,
MKB25-30LZ-M9PL,,9970,10318.95,
ITV2030-012L3,,18300,18940.5,
MKB16-10RZ-M9PL,,7430,7690.05,7959.2
MKB16-10LZ-M9PL,,7430,7690.05,
KDM10-06,,4396,4549.86,
AC40A-04G1-B,,5015,5190.53,
CDM2F25-10A-A93LS,,4450,4605.75,
VR1211F-04,,825,853.88,
MGPM25-25Z,,7130,7379.55,
VPA344-5DZ1-A,,2910,3011.85,
GKM30-54,,4935,5107.73,
C5125,,4655,4817.93,
D5125,,4275,4424.63,
CDJ2F10-30Z-M9BL-A-XC51H6,,4505,4662.68,
C55B25-50M,,1850,1914.75,
PSE560-01,,11785,12197.48,
MKB20-30RZ,,6935,7177.73,
SY9240-5DZ-03,,6340,6561.9,
ASP530F-03-08S,,2910,3011.85,
CDQSB20-125DCM,,4160,4305.6,
CD55B50-50,,3515,3638.03,
VBA10A-02GN,,18975,19639.13,
CDQ2B20-20DZ,,1265,1309.28,
CDQ2B20-25DZ,,1280,1324.8,
CDQ2B16-10DMZ,,1170,1210.95,
CQ2B20-15D,,1100,1138.5,
CDUJB10-15D,,1695,1754.33,
AR20-01BG-B,,1600,1656,
KJ12DA,,1550,1604.25,
KJ6D,,383,396.41,
CQ2B25-10DM,,1255,1298.93,
CDQ2B32-20DZ,,1750,1811.25,
CDQ2A16-10DZ,,1120,1159.2,
C55B25-10M,,1625,1681.88,
CJ2B10-60Z,,925,957.38,
SY5220-5LOU-C6F-Q,,3870,4005.45,
CD85WE12-25-B,,1700,1759.5,
SY5120-5LOU-C6F-Q,,3080,3187.8,
KQB2H08-00,,286,296.01,
KQB2L08-00,,702,726.57,
KQB2U08-00,,891,922.19,
KQB2T08-00,,783,810.41,
KQB2L08-01S,,448,463.68,
KQB2L08-02S,,459,475.07,
KQB2H06-M5,,175,181.13,
KQB2R06-08,,170,175.95,
ITV3030-01F4N3,,28095,29078.33,
MGPL40-75Z,,14660,15173.1,
SY5120-5DD-01,,2515,2603.03,
AD600-F10,,7355,7612.43,
AS2211-01-F08S,,925,957.38,
AS2211-02-F08S,,925,957.38,
MHL2-32TFD-M9P,,32150,33275.25,
MXS12-75BSAT,,32990,34144.65,
CDQ2A50-50DZ,,3160,3270.6,
CDQ2WB50-50DZ,,5610,5806.35,
JA25-10-150,,1455,1505.93,
AFM20-02C-C-A,,2590,2680.65,
AFD20-02C-A,,2425,2509.88,
CDQMB25-40,,4620,4781.7,
CP96SDB32-320C,,3220,3332.7,
CJPB6-5H4,,820,848.7,
CD85N16-40C-B,,1840,1904.4,
CDQSB12-20,,4680,4843.8,
CDQSB16-10D,,1615,1671.53,
MGPM40-125Z-A93,,13950,14438.25,
CDQSB16-125DCM,,4515,4673.03,
TU0805B-20,,1355,1402.43,
SS5Y7-X5W1192,,2675,2768.63,
CG1BN40-50Z,,3130,3239.55,
MBD50-50Z,,3350,3467.25,
CQ2KF40-25DMZ,,3835,3969.23,
CQ2KF40-80DMZ,,5950,6158.25,
SY5100-5U1,,2725,2820.38,
AW60-06BDG1-B,,6290,6510.15,
VHS50-06-B,,4210,4357.35,
Y600-A,,325,336.38,
KQ2T12-08A,,270,279.45,
VQ5200-41-04F,,7675,7943.63,
VQ4200-41-02F,,5565,5759.78,
AS500-F06-H,,3210,3322.35,
I-20,,5250,5433.75,
CS1-200A-XC5-PS,,9345,9672.08,
CS95-50,,880,910.8,
CS95-50-XB6,,2965,3068.78,
E5050,,1395,1443.83,
CQ2KF40- 25DMZ,,3835,3969.23,
CQ2KF40 -80DMZ,,5950,6158.25,
SS5Y5-10F1-12BS-C6,,14940,15462.9,
VHS50-06B,,4210,4357.35,
MXQ6A-10ZH-M9BWL,,18625,19276.88,
MHZ2-6S,,9305,9630.68,
IDFA6E-23-T,,65620,67916.7,
VXD230CZ1GA,,2605,2696.18,
VX210ZZ2AX276,,6355,6577.43,
CY1L10H-100,,17595,18210.83,
CDQ2B80-75DMZ,,6390,6613.65,
TRTU0805BU-100,,41990,43459.65,
TRTU1065BU-100,,52490,54327.15,
TRTU1208BU-100,,57735,59755.73,
PFM711-02-E-A-R,,12465,12901.28,
VVX21-X5V847,,6765,7001.78,
KQ2V08-02AS,,162,167.67,
KQ2T08-02AS,,176,182.16,
KQ2F08-02A,,105,108.68,
KQ2F08-03A,,123,127.31,
PFM711-02-B-A-R,,12465,12901.28,
VEX1133-02N-X259,,114800,118818,
CDQ2L40-100DCMZ,,3810,3943.35,
RZQA50-75-40,,13465,13936.28,
ITV1030-031BS3,,13025,13480.88,
VXA2230-03-1,,2155,2230.43,
C96YB50-100C,,8115,8399.03,
VT325-035DS,,6295,6515.33,
IR412-04BG1,,11470,11871.45,
CP96SDB80-150C,,5955,6163.43,
CQ2KWB12-20D,,2310,2390.85,
VMG11BU-02-02,,1360,1407.6,
C96YB50-125C,,8425,8719.88,
SYJ714R-5LZ-02,,2835,2934.23,
CQ2B12-10D,,935,967.73,
MGPM40-200Z-M9PL,,16405,16979.18,
MGPM63-100Z,,14925,15447.38,
MGPM25-50Z,,7335,7591.73,
AF40P-060S,,525,543.38,
MGP63-PS,,590,610.65,
MGP25-PS,,265,274.28,
MGP50-PS,,480,496.8,
PF3W720-F04-B-MR,,22160,22935.6,
CH2GCA100B-700A,,69790,72232.65,
CH2GCA63B-200A,,25235,26118.23,
TRTU0604B-20,,6195,6411.83,
TRTU0805B- 20,,8395,8688.83,
TRTU1065B – 20,,10500,10867.5,
TRTU1208B – 20,,11545,11949.08,
CDQ2B12 – 10 DZ,,1080,1117.8,
SS5Y5-X6A965,,55440,57380.4,
VBA11A-02GN,,19870,20565.45,
MHF2-20D1,,21850,22614.75,
MGP25-Z-PS,,345,357.08,
SY5420-5LZD-01,,4640,4802.4,
ISE20A-X-01-JA1,,3855,3989.93,
MXS8-75BSAT,,32205,33332.18,
TU1065BU-100,,10730,11105.55,
AKH04-00,,445,460.58,
KQ2U06-U03A,,161,166.64,
KQ2U08-U02A,,221,228.74,
KQG2L08-01S,,1150,1190.25,
CDM2BZ20-175Z,,2525,2613.38,
CDJ2B16-175AZ-B,,3210,3322.35,
MXS16-125B,,43695,45224.33,
MXS16-100B,,37240,38543.4,
MXS16-20A,,21585,22340.48,
MXS12-30A,,21055,21791.93,
CDJ2B10-45AZ-B,,2305,2385.68,
MXQ8A-10Z,,15055,15581.93,
CDQSB25-40DCM,,3530,3653.55,
MXH10-20,,10250,10608.75,
MXH6-50,,9825,10168.88,
MGPM16-10Z,,5060,5237.1,
VHS430-03A,,1365,1412.78,
C96YB80-125C,,11250,11643.75,
C96YB80-100C,,10915,11297.03,
MKB16-20LNZ,,5540,5733.9,
C75E32-100-X1U3BDIA,,2720,2815.2,
C8525-X7U948-80,,1701,1760.54,
C8525-X7W1082-50,,1637,1694.3,
C8520-X7U947-40,,1601,1657.04,
C85E25-50T,,1825,1888.88,
MDBB32-150Z,,2485,2571.98,
CDS2B160-20,,19470,20151.45,
AF40-06D-A,,2795,2892.83,
RBC2725,,4545,4704.08,
TU0425C-20,,465,481.28,
TU1610C-20,,7580,7845.3,
AMC220-02,,2620,2711.7,
AMC310-03B,,3240,3353.4,
ASV510F-04-12S,,1400,1449,
MGP50-Z-PS,,615,636.53,
AF40-060S,,525,543.38,
CDQ2A40-55DZ,,5075,5252.63,
AQ5000-04,,1905,1971.68,
D-93A,,820,848.7,
CDQ2B63-15DZ,,3345,3462.08,
VNB411A-25A-5DZ,,8095,8378.33,
CD55B50-40M,,3480,3601.8,
CDQ2B50-50DMZ,,3270,3384.45,
VM131-01-01A,,830,859.05,
KN-R02-250,,175,181.13,
VX230AGXB,,3500,3622.5,
ZSE20CF-R-02-WD,,12435,12870.23,
MDB1B40 -75 Z,,2610,2701.35,
CDQ2B20-15DZ,,1245,1288.58,
VY1B00-100-X39,,16645,17227.58,
SY9220-5DZ-03,,5410,5599.35,
RHCB25-800,,29715,30755.03,
MDB1L32-800Z-X1Z31396A,,7145,7395.08,
CQ2B50-50DMZ,,2855,2954.93,
CQ2B80-50DMZ,,5620,5816.7,
MDBB50-50Z-A93-XC12,,12985,13439.48,
C96ST40-100C,,3415,3534.53,
CS95W-40,,920,952.2,
C96SB40-100C,,2715,2810.03,
MHM-16D2-M9PL,,23345,24162.08,
KQB2L08-G02,,551,570.29,
ZK2A15K5RL3-08-B,,14650,15162.75,
KQB2H12- G02,,362,374.67,
ZP2-150HBN,,4970,5143.95,
ITV1050-311N2,,12100,12523.5,
CJPB10-5,,960,993.6,
CQ2B100-50,,7615,7881.53,
AS1001F-04D,,525,543.38,
MDB1B40-75Z,,2610,2701.35,
MKB25-30RZ,,7415,7674.53,
MKB25-30LZ,,7415,7674.53,
ITV2050-01F3N,,17290,17895.15,
CD85N25-200C-B,,2090,2163.15,
CP96SDB100-200C,,7840,8114.4,
PF2M725-01-E-RA,,12485,12921.98,
VTA301-02-B,,1970,2038.95,
CP96SDB100-1500C-X1W30EYA,,22035,22806.23,
CP96SDF40-600C-M9PL,,7455,7715.93,
MY1B100-1500,,154470,159876.45,
CQ2A80-10DMZ,,4380,4533.3,
TS1075B-100,,15745,16296.08,
PL-03,,40,41.4,
ITV2050-012L3,,18300,18940.5,
KQ2L10-03AS,,163,168.71,
KQ2L10-00A,,122,126.27,
KQ2H10-00A,,119,123.17,
ANA1-C10,,500,517.5,
CDPX2N15-25B,,15505,16047.68,
KQ2R10-12A,,129,133.52,
BMY3-016,,65,67.28,
SN-032B,,60,62.1,
VO325-005D,,5980,6189.3,
ZSE20-P-01-L,,3710,3839.85,
MDB1B32-450Z-M9BL,,5760,5961.6,
CD55B40-25M-M9BL,,5215,5397.53,
MDB1B32-100Z-M9BL,,5145,5325.08,
CDQ2A20-25DMZ-M9BL,,3730,3860.55,
ISE20A-T-01-JB,,4040,4181.4,
ISA3-HCP-1B,,10320,10681.2,
AS2201F-01-10A,,335,346.73,
AS4201F-04-16A,,1230,1273.05,
KQ2H12-16A,,265,274.28,
MDB1B125-200Z-M9PL,,23815,24648.53,
CDQ2A63TF-100DZ,,5225,5407.88,
ARM11BB2-407-A,,8055,8336.93,
LEFB32UNZS-400C,,51990,53809.65,
CQ2B20-5D,,1070,1107.45,
CQ2B12-15DM,,1000,1035,
CD85N16-50-B,,1270,1314.45,
CD85N16-75-B,,1490,1542.15,
CD85N16-100-B,,1330,1376.55,
CD85N20-160-B,,1805,1868.18,
VM1000-4N-00,,705,729.68,
MHZL2-25D,,16550,17129.25,
SY3540R-5LZ-01,,4715,4880.03,
CM2B40-25SZ,,2780,2877.3,
CDQ2A16-10DZ-M9PL,,3520,3643.2,
MDB1B32-1000Z-X1W30PYA,,7530,7793.55,
CD85N16-80-B-M9PL,,4465,4621.28,
SY7320-5LZ-02,,4090,4233.15,
ZH13BSA-08-10,,1425,1474.88,
KDM10S-06,,2198,2274.93,
KDM10P-06,,2198,2274.93,
TU0604B-100,,3730,3860.55,
KQ2H10-03AS,,103,106.61,
C85N25-40S,,1915,1982.025,
PA3110-03,,30500,31567.5,
PA5120-04,,35080,36307.8,
VFS2120-5DZB-02F-Q,,5895,6101.325,
EVV5FS2-20-051-03F,,4175,4321.13,
KQ2W06-02AS,,158,163.53,
KQ2W08-02AS,,180,186.3,
KQ2W10-03AS,,238,246.33,
KGE06-00,,1436,1486.26,
KGE08-00,,1534,1587.69,
KGE10-03,,2182,2258.37,
VVFS2000-10A-1,,635,657.23,
AMD20-02BC-D,,4870,5040.45,
LEFS25RS6A-250-S5S11,,104440,108095.4,
AL60-10-A,,3960,4098.6,
CQ2B25-30D,,1320,1366.2,
MHZ2-16D1,,11180,11571.3,
CP96SDF40-100C-M9PL,,5770,5971.95,
C42FP-260S,,55,56.93,
CDG1BN63-50Z-M9PL,,9160,9480.6,
CP96SDB50-400C,,4710,4874.85,
D5050,,755,781.43,
CDJ2M16-45Z-B,,1235,1278.23,
CDM2B20-35AZ,,2010,2080.35,
CD85N16-15-B,,1435,1485.23,
SY7000-26-22A,,185,191.48,
CDQ2A20-50DMZ,,1560,1614.6,
CQ2B20-10D,,1085,1122.98,
MHZ2-40D,,27360,28317.6,
KFG2H1008-02,,1048,1084.68,
JC30-10-125,,1535,1588.73,
PFM711S-02-B,,12345,12777.08,
CJ2F16-60Z,,965,998.78,
CP96SDB50-500C,,5155,5335.43,
ARP20-02BE3-ZA,,8015,8295.53,
PFM711S-02-B-V,,13080,13537.8,
MDBB100-50Z,,6045,6256.58,
CP96SDB40-800C-M9BL,,7645,7912.58,
CP96SDB40-100C-M9PL,,5465,5656.28,
F5040,,485,501.98,
L5040,,495,512.33,
CP96SDB50-500C-M9PL,,7710,7979.85,
PF2MC7501-04-E-RA,,22610,23401.35,
VX210AG,,1460,1511.1,
SY5400-5U1-NA,,4230,4378.05,
SY7140-5DZ-02,,3725,3855.38,
MDB1B100-75Z,,6390,6613.65,
CDQ2A50-150DCMZ,,7155,7405.43,
CDQ2A25-15DMZ,,1490,1542.15,
SY5320-5DZ-01-F2,,5945,6153.08,
CS95-80,,1535,1588.73,
CQ2B80-PS,,965,998.78,
VF3130K-5GD1-02,,5170,5350.95,
MDBB63-300Z,,4385,4538.48,
ISE20-P-01,,3345,3462.08,
CDQMB12-20,,3420,3539.7,
VNB711A-F50A-5DZ,,17935,18562.73,
VT307-4DZ1-02-F,,2290,2370.15,
VX230GG,,2090,2163.15,
VX230GL,,2090,2163.15,
SQ1A41N-5L1-C6,,3810,3943.35,
ANA1-20,,3215,3327.53,
CDJ2D16-15Z-A93L-B,,3520,3643.2,
C4SL-A,,845,874.58,
KFH12U-02S,,151,156.29,
KFH12U-04S,,180,186.3,
PSE530-M5,,2680,2773.8,
CDG1BN32-320Z,,3240,3353.4,
KFH12N-02S,,122,126.27,
KFH12N-04S,,180,186.3,
VX224AG,,3450,3570.75,
VX224AE,,3885,4020.98,
VX234GE,,3970,4108.95,
VX234GG,,4570,4729.95,
T0604W-100,,7580,7845.3,
VO317-5DZ,,3905,4041.68,
VF3130-3DZ1-02,,5595,5790.83,
SYA7220-02-F2,,2750,2846.25,
CJ2E16- 60Z,,925,957.38,
CJ2E16- 15Z,,870,900.45,
CJ2E16- 45Z,,900,931.5,
CJ2E16- 100Z,,945,978.08,
CDQ2B100-50DMZ,,7550,7814.25,
CDQ2B80-10DMZ,,5090,5268.15,
CDQ2B40-100DMZ,,3155,3265.43,
MY1B32-300Z,,13955,14443.43,
MY1B25-300Z-M9BL,,14255,14753.93,
CDQMB20-25,,3800,3933,
RJ1412H,,3040,3146.4,
ISE30A-01-B-L,,3615,3741.53,
KQ2LF08-02A,,152,157.32,
SY7100-5U1-NA,,3000,3105,
SY70M-26-1A,,395,408.83,
AXT100-DS25-050,,3885,4020.98,
CDQ2A50-40DMZ,,3130,3239.55,
AS3201F-02-08SA,,760,786.6,
ITV2050-312N3,,17290,17895.15,
CDA2F40-200Z-A93L,,7870,8145.45,
MGPL25-30Z-A93L,,29455,30485.93,
CP96SDB40-300C-M9PL,,5955,6163.43,
AW20-01BG-B,,2070,2142.45,
MHC2-16D,,6955,7198.43,
MHL2-20D,,20125,20829.38,
MHZL2-10D,,10650,11022.75,
MHZL2-10D2,,10650,11022.75,
CDU16-40D,,3805,3938.18,
D-M9NV,,1320,1366.2,
CDQ2A12-15DMZ-M9PL,,3545,3669.08,
VT307V-5DZ1-01,,2670,2763.45,
CDU10-30D,,2285,2364.98,
CDU20-20D,,2765,2861.78,
SQ1231DN-51-C6,,3660,3788.1,
VQ7-6-FG-D-3ZA02,,7750,8021.25,
VQ7-6-FG-D-3ZA03,,7750,8021.25,
CP96SB40-80C,,2790,2887.65,
CP96SB50-160C,,3590,3715.65,
VNB711AS-F50A-5DZ,,34500,35707.5,
CDM2L25-200AZ-A93L,,4460,4616.1,
CHSGFY-63-100-B,,33620,34796.7,
C4SF-A,,1015,1050.53,
AF40-N03-JZ-A,,1507,1559.75,
CP96SDB32-400C,,3420,3539.7,
CP96SDB63-250C,,4815,4983.53,
CP96SDB40-200C,,3230,3343.05,
AS2201F-U02-08A,,370,382.95,
CDJ2B16-100Z-B,,1195,1236.83,
SY9320-5DZ-03,,6945,7188.08,
CP96SDB40-80C,,2910,3011.85,
MBB125-50Z,,15255,15788.93,
CHDSGFY63-100-B-M9BL,,38200,39537,
VQZ1321-5L1-N7-Q,,4925,5097.38,
VQ7-6-FG-D-3Z,,7455,7715.93,
VH202-02,,2275,2354.63,
SY7240-5DZ-02,,5255,5438.93,
CQ2A50-75DZ,,3015,3120.53,
KK3S-06H,,491,508.19,
RS2H50-30DL-S-M9PL,,25165,26045.78,
KK3P-06L,,221,228.74,
VR1210F-06,,650,672.75,
CD85N25-125C-B,,1965,2033.78,
KK130S-01MS,,362,374.67,
KK130P-01MS,,111,114.89,
KQ2W04-M5A,,137,141.8,
KQ2H04-U01A,,50,51.75,
KQ2H04-U02A,,56,57.96,
KK130S-06H,,583,603.41,
KK130P-06H,,237,245.3,
CQUB40-15,,4495,4652.33,
SY5120-5LZ-01-F2,,2410,2494.35,
AS1301F-M5-06A,,335,346.73,
ZFC54,,925,957.38,
ZFC-EL-3,,1090,1128.15,
AS1002F-04,,330,341.55,
AS3002F-08,,610,631.35,
AS4002F-10A,,865,895.28,
KQ2P-04,,25,25.88,
KQ2P-08,,25,25.88,
EX260-SPN1,,23025,23830.88,
ISE35-N-65-M,,4590,4750.65,
SY3100-5UF1-NA,,2445,2530.58,
MXS8-20AS,,17250,17853.75,
CP96SDB63-700C-M9PL,,9440,9770.4,
ACB-2UA61,,1595,1650.83,
CQ2F63R-50DMZ,,8845,9154.58,
AR20K-F02-B,,1125,1164.38,
G46-P10-01-L-X30,,1845,1909.58,
VP744R-5YZ1-04F-M-X538,,22395,23178.83,
D4N-9B31,,3745,3876.08,
SY5320-5LZE-C6,,4850,5019.75,
IRV10A-C06,,4570,4729.95,
ZSE20F-P-C6L-LD,,4040,4181.4,
SS5Y3-10SFAN-06B-C6,,23605,24431.18,
SS5Y5-10SFAN-06B-C6,,25000,25875,
AW40-F04DE3-B,,8375,8668.13,
SY3100-5UF1-X35,,5275,5459.63,
VEX1930-20F,,31550,32654.25,
ITV2020-013BL3,,75310,77945.85,
ITV2030-013BL3,,94860,98180.1,
AMD350C-03-T,,8245,8533.58,
MGPM25-50Z-A93L,,9275,9599.63,
SS5Y3-20-08,,1565,1619.78,
CDQ2B40-50DMZ,,2690,2784.15,
CDQ2L32-50DZ,,2365,2447.78,
CDQ2B50M-30DMZ,,3035,3141.23,
VX212EG,,1830,1894.05,
MDB1D32-30Z-W,,5500,5692.5,
ASV410F-02-10S,,1195,1236.83,
MY1B16-250-M9PL,,13200,13662,
MY1B16-300-M9PL,,12390,12823.65,
MDB1B32-30Z,,2335,2416.73,
Y-03M,,375,388.13,
ITVX2030-31F3BS2,,94840,98159.4,
MDB1B63-250Z,,4495,4652.33,
MDB1B63-75Z,,3670,3798.45,
MDB1B50-250Z,,3730,3860.55,
MDB1B50-75Z,,2995,3099.83,
MDB1B100-100Z-M9PL,,9270,9594.45,
