Part No,Category,SMC LP,CUBIX LP,Description
MDB1B63-200Z,,4255,4403.93,
MDB1B63-150Z,,4025,4165.88,
KQ2T12-02AS,,268,277.38,
MKB25-20RZ,,7030,7276.05,
ARM5SB-06-A,,1340,1386.9,
CDQMB32-100-M9PL,,8870,9180.45,
PF2MC7202-06-B-RA,,24750,25616.25,
AF40-06BD-A-X2729,,7800,8073,
Y500T-A,,355,367.43,
FGESA-10-P005NA,,86155,89170.43,
KQ2T12-10A,,225,232.88,
AFD40-04BD-D,,4280,4429.8,
SY7520-5DZ-02,,6065,6277.28,
ASP630F-F04-10S,,4070,4212.45,
SY7420-5LZD-C8,,5080,5257.8,
SY3220-5MOU-C6-Q,,5105,5283.68,
CP96SDB32-250C-M9PL,,5565,5759.78,
CP96SB32-60,,2420,2504.7,
CP96SDB50 1000C-XC65,,17475,18086.63,
CP96SDB80-160C,,6130,6344.55,
CD55B80-100,,4745,4911.08,
CHDQB100-100DM-A93,,26195,27111.83,
CDS1FH160-100-A54,,30245,31303.58,
CRB1BW80-180S,,10920,11302.2,
SY5120-5DZ-01-F2,,3035,3141.23,
MRHQ10D-180S-M9BVL-M9BL,,36105,37368.68,
MRHQ10D-180S-M9BL,,34559,35768.57,
MHZ2-10D-M9BL,,12335,12766.73,
IRV10-C06,,3850,3984.75,
IRV10-C08,,4210,4357.35,
KQ2T06-02A,,172,178.02,
ZP80HN,,1320,1366.2,
CDM2B40-150-H7BL,,6400,6624,
CDJ2L10-45-B,,1240,1283.4,
CDM2BZ32-160AZ-H7A1L,,7015,7260.53,
CDM2B25-300AZ,,2040,2111.4,
CDQSB12-20DM,,2185,2261.48,
SY9120-5LZD-03,,3110,3218.85,
SY3140-5MZ-X90,,2930,3032.55,
CDQ2B125-25DCMZ,,12525,12963.38,
MXJ8-20C,,15980,16539.3,
VFS3100-5FZ-03,,6795,7032.83,
VXD232CG,,3160,3270.6,
VCH42-5D-10G,,27020,27965.7,
VXZ260KZ2A,,6930,7172.55,
CEU5P-D,,22870,23670.45,
MHS3-25D-M9PL,,19750,20441.25,
CP96SDB32-800C,,4510,4667.85,
MXH6-20Z,,8750,9056.25,
SS5Y7-10S6EA4-03B-C10,,42035,43506.23,
KRL12-04S,,287,297.05,
KRL10-03S,,221,228.74,
TRBU1065R-20,,5985,6194.48,
TRBU1065B-20,,5985,6194.48,
TRBU1208BU-20,,8295,8585.33,
KRU10-00,,383,396.41,
CEU5B-D,,26515,27443.03,
VT307-5DZ1-02,,2290,2370.15,
VV307-01-043-02-F,,1415,1464.53,
DXT060-51-13A,,165,170.78,
JXC917-LEPS6K-50,,28985,29999.48,
VFR2110-1DZC,,4915,5087.03,
VX220AZ2AXB,,2215,2292.53,
CDJ2B16-60Z-B,,1160,1200.6,
CD85N16-80-B,,1305,1350.68,
CD55B50-50M-M9PL,,6135,6349.73,
MHF2-16D-M9PL,,20655,21377.93,
MGGMB32-150,,21595,22350.83,
MY120-X5Z979-400,,14928,15450.48,
AS3002F-12A,,1005,1040.18,
MRHQ10D-90S-N,,29940,30987.9,
MKB50-20RZ-M9BL,,13760,14241.6,
PSE550-28,,9050,9366.75,
CP96SDB63-200C,,4570,4729.95,
TIUB07B-20,,1840,1904.4,
TIUB07BU-20,,1840,1904.4,
MHM-25D- M9BL,,24515,25373.03,
LEKFS25NZH-150,,42605,44096.18,
ZSE20A-S-01-JA1,,4075,4217.63,
MGPM50TF-40Z,,12735,13180.73,
MXH2B10-40-M9PL,,13715,14195.03,
CDQ2WB100-25DZ,,12490,12927.15,
MRHQ25D-90S-N,,40745,42171.08,
MSQA50A,,44780,46347.3,
MK32Z-PS,,420,434.7,
MDNBC63-200-D-M9BAL,,26605,27536.18,
CDLJ2L16-45-E-C73,,19575,20260.13,
MDBF63-110-A54L,,7770,8041.95,
CDLA2F50-50N-E-M9BL,,25170,26050.95,
VX3325-00-2DLR1,,3945,4083.08,
VXF23AAB,,5475,5666.63,
CDQ2B63-100DCMZ,,5660,5858.1,
MHY2-20D-M9BL,,13570,14044.95,
CD55B50-125M,,4445,4600.58,
KJ16D,,1185,1226.48,
AW20-01G1-B,,1580,1635.3,
AFM20-01-A,,1535,1588.73,
IDG3-01B,,13380,13848.3,
KQ2E06-00A,,158,163.53,
IR1000-01BEB-A,,7850,8124.75,
ZSE20A-V-01-JA1,,4230,4378.05,
KQ2T04-M5A,,118,122.13,
MBD100-300Z,,8625,8926.88,
CDQ2A63-45DMZ,,4005,4145.18,
MGPM50-75Z-M9BL,,15865,16420.28,
AC40-06CG-B,,6740,6975.9,
MDBT40-550Z-M9BWZ,,7935,8212.73,
CQ2D63TF-50DCMZ-X1D30041A,,10650,11022.75,
CQ2D100TF-200DCMZ-X1D30048A,,24200,25047,
CQ2D32TF-100DCMZ-X1D30049A,,8785,9092.48,
CQ2D63TF-100DCMZ-X1D30050A,,12795,13242.83,
CD55B20-40M,,1775,1837.13,
MHY2-20D-A93L,,12875,13325.63,
KQ2L08-02S,,132,136.62,
AR20P-270AS,,110,113.85,
KQ2E08-02N,,198,204.93,
KQ2E06-00N,,170,175.95,
KQ2H08-02NS,,90,93.15,
KQ2E08-00N,,216,223.56,
SY7000-27-1,,565,584.78,
AW20-02CEH-C-B,,3095,3203.33,
D-C73,,805,833.18,
KQG2H06-02S,,632,654.12,
SMCP-X5C215,,347040,359186.4,
VT307V-5G1-02-F,,2215,2292.53,
CQ-C050,,1185,1226.48,
CDM2B25-100SZ-M9PLS,,4455,4610.93,
MY1B40-600HZ-A93L,,29805,30848.18,
MDBWB50-100Z,,3805,3938.18,
CD55B40-20,,2710,2804.85,
MY1B40-600Z-M9PL,,21405,22154.18,
TCU0604B-2,,1340,1386.9,
MDBB40-150Z,,2685,2778.98,
D-B54L,,1590,1645.65,
BA-04,,165,170.78,
BA-06,,165,170.78,
CDS1FN200TF-300,,49515,51248.03,
CDM2B20-175Z,,1620,1676.7,
MGPM20-40Z,,6405,6629.18,
CC160-300L12-5D,,67920,70297.2,
MKG20-10LZ,,7430,7690.05,
SS5Y5-X5A141,,45105,46683.68,
LEFB40T8S-3000-RAP2,,192960,199713.6,
LEFB40T8S-1500-RAP2,,169920,175867.2,
MKB20-30LZ,,6935,7177.73,
CHDKGB80-100-Z73L,,31905,33021.68,
ZS-46-A1,,170,175.95,
EX9-AC050EN-PSPS,,3830,3964.05,
25A-AFD30-N03BC-8-A-X2550,,10110,10463.85,
PF3W504-03-2,,13650,14127.75,
KQ2LF12-02A,,221,228.74,
KQ2F12-02A,,137,141.8,
KQ2H12-03A,,131,135.59,
KQ2L08-02A,,105,108.68,
CJ2B10-60AZ,,2115,2189.03,
CQ2A32-30DZ,,1580,1635.3,
SY5120-5L-01-F2,,2215,2292.53,
PFCA711-02-2-M,,53200,55062,
CS2B160-80,,16790,17377.65,
IRV20-C10,,4000,4140,
CP96SDB80-700C,,9900,10246.5,
C2SF-D,,225,232.88,
CM2B32-100Z,,2100,2173.5,
CM2B32-50Z,,1995,2064.83,
CM2B32-300Z,,2520,2608.2,
SY5140-5DZ-Q,,3515,3638.03,
SY5140-5DZ,,3215,3327.53,
MGPM25-20Z-M9B,,9260,9584.1,
MHZ2-16D-M9BL,,13660,14138.1,
25A-RBC1412,,5450,5640.75,
TCU0425B-2,,840,869.4,
CDM2L32-150TZ-M9BZ,,8835,9144.23,
CDQ2A12-10DZ-M9BVL,,3890,4026.15,
MGPM32-150Z-M9BL,,16050,16611.75,
CDM2L25-100SZ-M9PLS,,4495,4652.33,
AD38-A,,2000,2070,
ZPT40HBN-B10,,2050,2121.75,
ZPT50HBN-B10,,2100,2173.5,
VMG11BU-F02-03,,1510,1562.85,
MGPM50-150Z-M9BL,,18500,19147.5,
VGA342-06NA,,7940,8217.9,
VVT340-041-03F,,3385,3503.48,
CP96SB80-320C,,7095,7343.33,
CDQ2B80-30DZ,,5225,5407.88,
CDQ2B40TF-10DZ,,2135,2209.73,
MGPL25-75,,10130,10484.55,
CDQ2A25-25DZ-M9BL,,3935,4072.73,
MDB1B50-100Z-M9BL,,5785,5987.48,
ZK2-ZSVB-A,,5450,5640.75,
FNVB-04X2,,10335,10696.73,
CDM2F25-225AZ-M9BL,,5220,5402.7,
SS5Y3-X2C189,,101490,105042.15,
PCA-1564943,,1975,2044.13,
KQG2E06-00,,1064,1101.24,
SY7440-5DZ-03,,6425,6649.88,
ITV1030-031S3,,13025,13480.88,
SY3140-5LOZ,,2705,2799.68,
SS5Y3-42-04-01,,2685,2778.98,
VQ7-6-FHG-D-3ZRA02,,10045,10396.58,
MDBB32-300Z-M9BL,,5595,5790.83,
AS1002F-06A,,430,445.05,
LEY25AC-150CMD-RB6P1D,,77090,79788.15,
CP96SDB40-675,,4755,4921.43,
ITV2030-312BS3,,18300,18940.5,
KQG2L10-01S,,1512,1564.92,
MHZ2-20D,,1512,1564.92,
PF2MC7102-04-F-R,,21710,22469.85,
CM2KB20-150Z,,4145,4290.08,
AC20A-02G1-V-B,,3945,4083.08,
MGPL12-10AZ-XC8,,12005,12425.18,
CD55B50-80M,,3930,4067.55,
C85L25A,,235,243.23,
JA40-12-125,,1870,1935.45,
CP96SDB63-400C,,5555,5749.43,
CD85N25-200-B,,1845,1909.58,
BM2-025A,,180,186.3,
MQRF2-M5,,29410,30439.35,
CM2B20-20Z,,1460,1511.1,
D-M9BZ,,1605,1661.18,
CS2L125-700,,18365,19007.78,
CDA2L80-100Z-M9BL,,11870,12285.45,
MGPM12-20Z,,4700,4864.5,
CQ2B12-5DC,,1170,1210.95,
VT307-5G1-01-F,,1830,1894.05,
AR23P-260S,,35,36.23,
KQ2R04-06A,,93,96.26,
IR1000-01-A,,3780,3912.3,
AW40-06D-B,,4370,4522.95,
MGPM40-25Z-M9PL,,12730,13175.55,
MGPM50-50Z-M9PL,,15050,15576.75,
MGPM50-75Z-M9PL,,15935,16492.73,
MGPM50-100Z-M9PL,,16815,17403.53,
MGPM63-25Z-M9PL,,15010,15535.35,
MGPM63-50Z-M9PL,,15725,16275.38,
MGPM63-75Z-M9PL,,16600,17181,
MGPM63-175Z-M9PL,,20115,20819.03,
MDBB63-150Z-M9PL,,6695,6929.33,
MDBB80-125Z-M9PL,,8045,8326.58,
MDBB80-150Z-W-M9PL,,8915,9227.03,
CDQ2B20-25DMZ-M9PL,,3890,4026.15,
CDQ2B50-25DMZ-M9PL,,5475,5666.63,
CDQ2B63-50DMZ-M9PL,,6565,6794.78,
CDM2BZ20-25Z-M9PL,,4990,5164.65,
CKG1B63-100YZ-M9NL,,10290,10650.15,
CKQP50-200RBB-DCX1760X-P3DWASE,,124085,128427.98,
CKQP50-200RBB-DCX1760X,,115105,119133.68,
D-P79WSE,,3595,3720.83,
BQP1T-050,,435,450.23,
CKQGDA50-200RDLZ-P3DWASE,,43755,45286.43,
CKQPDA50-200RDL-P79WSE,,48380,50073.3,
MGPA50-50Z-P4DWSE-XC35,,33395,34563.83,
MGPA25-50Z,,13965,14453.78,
CDQ2A40-75DMZ,,2910,3011.85,
IR1000-01G-A,,4390,4543.65,
AS1201F-M3-04,,535,553.73,
ZS-31-C,,1460,1511.1,
CP96SDB63-25C-M9PL,,6260,6479.1,
IS10-01-6,,3405,3524.18,
AW30-N02-2-X2622C,,32790,33937.65,
MBBL100-85-DCL3597L,,48205,49892.18,
SS5Y7-X5C1281,,11072,11459.52,
ISE70G-02-L2-L,,13685,14163.98,
CQ2B50-50DZ,,2750,2846.25,
CD55B80-60M,,4785,4952.48,
CD55B80-80M,,4820,4988.7,
C75E32-50,,2215,2292.53,
MY1B32-550Z,,15705,16254.68,
CD55B80-30M,,4720,4885.2,
CP96SB63-500C,,5935,6142.73,
VXZ230AA,,3015,3120.53,
XT13-202-F14,,14930,15452.55,
MY1B20-550,,12960,13413.6,
MDB1B80-100Z-M9PL,,8040,8321.4,
ISE20-P-01-LD,,4000,4140,
CDM2L25-100T,,3890,4026.15,
AFD30-03BD-A,,3030,3136.05,
LEFS25B-250B-S5CM17,,68445,70840.58,
CDM2B25-180Z,,1870,1935.45,
AC40B-04DE3-B,,8020,8300.7,
ITV2050-312CL3,,18300,18940.5,
CQ-D050,,490,507.15,
MDB1F63-400Z-M9PL,,8505,8802.68,
CDQMB20-25-M9BL,,6285,6504.98,
RSDQB50-30DZ-M9BL,,8505,8802.68,
ZSE20BF-V-01-WA1,,5060,5237.1,
VHS30-02B,,1645,1702.58,
AFF8C-04BC,,7270,7524.45,
ZSE20AF-V-01-JA1,,4230,4378.05,
SV2400-5FU,,7105,7353.68,
CDQMB20-10-M9BL,,5875,6080.63,
AS2201F-U02-10A,,410,424.35,
AS3201F-U03-10A,,490,507.15,
AS3201F-U03-12A,,520,538.2,
AS3201F-U03-08A,,490,507.15,
KQ2U08-10A,,171,176.99,
SS5Y7-10SFAN-08BS-C10,,30220,31277.7,
SY70M-38-1A-C10,,850,879.75,
EX9-AC100EN-PSRJ,,7275,7529.63,
SS5Y7-10SFAN-07BS-C10,,29090,30108.15,
SS5Y7-10SFAN-05BS-C10,,26820,27758.7,
ZS-40-A,,1070,1107.45,
AM350-04BD,,7194,7445.79,
ITV2050-012BS,,18300,18940.5,
CDQ2A40-40DMZ-X271,,2890,2991.15,
CDQ2D40-40DMZ-M9BAVZ-X271,,11945,12363.08,
VV3QZ12-02C,,665,688.28,
VV3QZ12-04C,,1095,1133.33,
VV3QZ12-08C,,1940,2007.9,
VV3QZ12-12C,,2800,2898,
VV3QZ12-16C,,3645,3772.58,
AW40-02BG1-B,,3075,3182.63,
AV4000-F04-5DZ,,9355,9682.43,
CP96SDB80-400C,,7745,8016.08,
D5080,,1040,1076.4,
CS5080,,2130,2204.55,
IDFA11E-23-T,,72480,75016.8,
CQ2B25-50D,,1570,1624.95,
ITV2030-04F2N3,,17290,17895.15,
PFMB7501-F04-F,,14600,15111,
CQ2WB63-15DZ,,5510,5702.85,
CQ2B32-5+10DMZ-XC11,,7155,7405.43,
Y-08M,,740,765.9,
MB-D08,,1255,1298.93,
AC30-X1S2116C,,15070,15597.45,
C85L25B,,235,243.23,
AS3201F-U03-06A,,490,507.15,
CD55B40-25M,,2815,2913.53,
VXD2B0HGA,,4790,4957.65,
ISA3-GCP-5B,,53610,55486.35,
MDB1B80-400Z-V,,8050,8331.75,
GKM8-16,,145,150.08,
JS20-8-125,,4380,4533.3,
JS32-10-125,,4675,4838.63,
KQ2L06-G02A,,165,170.78,
CD55B32-80M-M9PL,,5085,5262.98,
CD85E20-100-B-M9PL,,4755,4921.43,
CD55B40-80M-M9PL,,5810,6013.35,
CD85N20-30C-B-M9PL,,5400,5589,
CD85N20-60C-B-M9PL,,5295,5480.33,
MGPM25-40Z-M9PL,,9960,10308.6,
MGJ10-20-F8PL,,7950,8228.25,
MDB1B32-160Z-Z73L,,4535,4693.73,
ISE20B-L-01-W,,5615,5811.53,
KQ2L06-02A,,110,113.85,
VX220LA,,1285,1329.98,
ITV2050-01F2CL,,18480,19126.8,
SS5Y5-10S6F4-07B-C6,,44535,46093.73,
KQ2V06-U01A,,126,130.41,
KQ2T06-U02A,,127,131.45,
KQ2VD06-01A,,278,287.73,
VX234GGA,,4385,4538.48,
SY7320-5D-02,,5280,5464.8,
D-P4DWSE,,3990,4129.65,
CDQ2A32-100DC,,2810,2908.35,
VV5Q11-08C6FU1-D,,13630,14107.05,
BMG1-040,,740,765.9,
BQP1-050,,185,191.48,
CRB1BW50-270S,,8425,8719.88,
CJ2B6-45Z-XB6,,1520,1573.2,
CDS2T125-200,,12850,13299.75,
AF40-04D-A-X2729,,6885,7125.98,
IL211-02,,8780,9087.3,
KK130P-12H,,333,344.66,
KK130S-12H,,616,637.56,
AN15-C08,,230,238.05,
CG1BN25-610Z,,4100,4243.5,
SYA7120-02-F2,,2400,2484,
AN700-N12,,2580,2670.3,
CDQ2B20-30DMZ-M9PZ,,4270,4419.45,
ZHV20,,7025,7270.88,
CS2B125-700,,17725,18345.38,
CS2B140-400,,17955,18583.43,
CP96SB80-250C,,6555,6784.43,
CP96SB100-250C,,8035,8316.23,
VXD232BZ2AXB,,3392,3510.72,
AW30-02B-B,,2095,2168.33,
C85N16-160,,1120,1159.2,
MDBB32-60Z,,2325,2406.38,
KT-VBA20A-1,,5070,5247.45,
CQ2B25-15DM,,1270,1314.45,
CQ2B20-5DM,,1110,1148.85,
CQ2B20-25DM,,1185,1226.48,
AW60-06BG-B,,5760,5961.6,
VFS6110-5DZ-06-Q,,18805,19463.18,
MHF2-12D2-M9B,,21330,22076.55,
CDQ2A63-250DCMZ,,10050,10401.75,
BM2-032,,165,170.78,
VP4250-065G,,19700,20389.5,
VP4250-105G,,19700,20389.5,
VBAT20A1-E-X105,,5915,6122.03,
INA-14-47-02,,6505,6732.68,
G46-15-02,,815,843.53,
AF20-01B-D,,970,1003.95,
CDS2B125-300,,13470,13941.45,
SY3120-5D-M5,,2760,2856.6,
MSQB20A,,24435,25290.23,
CD55B32-20M,,2085,2157.98,
CD55B40-40,,2865,2965.28,
CP96SDB63-300C,,5060,5237.1,
TU1208R-100,,15865,16420.28,
TK-2,,1545,1599.08,
CD55B40-30M,,2855,2954.93,
AW30-F03BG-B,,2835,2934.23,
CHD2FLB32B-250A,,16680,17263.8,
CHD2FLB32B-500A,,18985,19649.48,
CHD2FFB40B-250A,,16325,16896.38,
JAH40-16-150,,2760,2856.6,
JAH50-20-150,,3805,3938.18,
VM130-01-30YA,,1190,1231.65,
KCL06-01S,,367,379.85,
CD85N20-125C-B-M9PL,,5490,5682.15,
MKB50-50RNZ,,14375,14878.13,
ITV1030-01F1CN4,,12100,12523.5,
CDM2BZ40-10AZ,,3995,4134.83,
LEY40DEC-50BM-M5C6171-X8,,160315,165926.03,
MHS3-32DB,,31035,32121.23,
M-3AU-2,,135,139.73,
M-3ALU-2,,310,320.85,
M-3AU-3,,40,41.4,
M-5AU-3,,40,41.4,
CQ2B12-8DM,,975,1009.13,
AS1000-M3,,405,419.18,
ITV2030-04N2CL2,,19635,20322.23,
LEY40C-500M-S1AP1,,57885,59910.98,
KQ2T04-01AS,,145,150.08,
KQ2W04-01AS,,145,150.08,
ISE20B-R-C6L,,4315,4466.03,
MB-B08,,1295,1340.33,
KQ2L04-M3G,,176,182.16,
AFD40-04-A,,2420,2504.7,
KQ2U10-02GS,,718,743.13,
AC40A-04DG1-V-B,,7780,8052.3,
CD55B25-20M,,1850,1914.75,
VT317-5DZ-02F,,3735,3865.73,
C96SDB40-160C,,3020,3125.7,
C96SDB63-400C,,5160,5340.6,
CDQ2A32-20DZ,,1750,1811.25,
C96SDB100-300CJ,,10440,10805.4,
C96SDB32-80C,,2505,2592.68,
CDQ2A100-75DZ,,7695,7964.33,
C96SDB100-160C,,7230,7483.05,
CD85N20-80C-B,,2320,2401.2,
C96SDB80-160C,,5825,6028.88,
C96SDB63-250C,,4570,4729.95,
MGPM80TF-25Z,,20930,21662.55,
C96SDB40-25C,,2650,2742.75,
MY1M25G-2000,,28020,29000.7,
CDU6-25D,,2145,2220.08,
CDU20-30D,,2765,2861.78,
ZS-33-JS,,975,1009.13,
SY7220-5D-02,,3690,3819.15,
PF3W721-F14-F-M,,40860,42290.1,
SY7420-5D-02,,5280,5464.8,
AKH12B-03S,,1435,1485.23,
VH302-03,,3570,3694.95,
MGPM12-30Z,,4805,4973.18,
ISE75-02-43-A,,16550,17129.25,
ISE75-02-43-L,,16270,16839.45,
SY5220-5DZD-C6,,4570,4729.95,
CXSM25-75,,8980,9294.3,
VX212MZ2AA,,2940,3042.9,
VX232JZ2AA,,4635,4797.23,
VNB214A-F15A-5D-Q,,6875,7115.63,
SS5Y3-10F1-10D-C6D,,10030,10381.05,
ISA3-HCP-1B-L1,,17195,17796.83,
MHM-32D,,24785,25652.48,
MHSH3-32DB,,31035,32121.23,
CQSWB16-25D,,3015,3120.53,
CP96SDB40-750C-M9PL,,7560,7824.6,
AW30-03BD-D,,3400,3519,
CD85N20-125-B-M9PL,,4870,5040.45,
ISE20A-Y-01-J,,3710,3839.85,
KM12-08-03-6,,902,933.57,
KM12-06-02-6,,740,765.9,
F5063,,715,740.03,
CDQ2A25-20DZ,,1435,1485.23,
D-Y59B,,1555,1609.43,
CP96SDD32-25C,,3045,3151.58,
CP96SDB40-700C,,4840,5009.4,
KDM10-08,,6329,6550.52,
PSE561-02,,12365,12797.78,
MDBB32-150Z-A93,,4290,4440.15,
C55B20-30M,,1615,1671.53,
MGPM12-25Z-M9PL,,7360,7617.6,
MHZ2-6S-M9PL,,13430,13900.05,
CD85N16-30C-B-M9PL,,4405,4559.18,
CDRB2BWU15-180SZ-M9PL,,10570,10939.95,
SY5220-4DZ-01,,4130,4274.55,
AC20A-02G-D,,3170,3280.95,
CP96SB32-125C,,2555,2644.43,
AC30A-03G-D,,4540,4698.9,
KQ2T10-12A,,158,163.53,
LEY32LNZB-100M,,28855,29864.93,
MB-B05,,860,890.1,
SQ1000-GS,,230,238.05,
SY5120-5GZ-01,,2360,2442.6,
SY7220-5DZ-02F,,4545,4704.08,
SY9220-5DZ-02,,5410,5599.35,
T1209B-100,,20995,21729.83,
SY9220-5D-03,,4630,4792.05,
AW30-03BD-B,,3035,3141.23,
KQ2ZT08-02AS,,518,536.13,
CD85N20-125-B,,1705,1764.68,
KQ2ZT06-02AS,,459,475.07,
CDQ2A63-45DMZ-M9PL,,6480,6706.8,
MKF25-30RNZ-M9PSAPC,,13625,14101.88,
SY5120-4DZ-01,,2910,3011.85,
VXR2260-10F-5DZ,,12105,12528.68,
VV307-01-202-01-F,,12045,12466.58,
SS5Y7-10SFAN-06BS-C10,,27955,28933.43,
IZS31-300-B,,57830,59854.05,
MY1B50-1400Z-M9PL,,42875,44375.63,
MY1B50-1200Z-M9PL,,40250,41658.75,
CP96SDB80-50C-M9PL,,7790,8062.65,
JAH63-24-200,,6540,6768.9,
SYJ712-5DZ-01-F,,2910,3011.85,
AR30-F03E3,,2120,2194.2,
SY3A00-5UF1-NA,,3955,4093.43,
MB-C04,,625,646.88,
LEKFS25RNZA-50,,39810,41203.35,
RJ2015H,,3420,3539.7,
VT307-6D1-02,,2050,2121.75,
VF5120K-5DZ1-03,,6480,6706.8,
RSDQB32-20DZ-M9PL,,7050,7296.75,
MSQB100A,,39230,40603.05,
MSQB200A,,52180,54006.3,
CP96SDF40-700C,,5220,5402.7,
CP96SDF40-70C,,3210,3322.35,
CQ2B12-5D,,925,957.38,
CQ2B32-5DZ,,1325,1371.38,
JXC917-LEY25A-400,,28985,29999.48,
CS95-63,,1270,1314.45,
MDBB40-30Z,,2450,2535.75,
MDBBB63-750-HN-X2006,,37315,38621.03,
AV2000-02-5DZ,,7645,7912.58,
D-M9BSAPC,,1625,1681.88,
BK1T-040,,200,207,
CDJ2B10-20Z-B,,1150,1190.25,
KQ2H06-02A,,75,77.63,
MDB1B32-250Z,,2845,2944.58,
C5032,,645,667.58,
AF40-04BC-A-X2729,,7515,7778.03,
Y400-D,,285,294.98,
SY5220-5L-01,,2815,2913.53,
SY5220-4L-01,,3395,3513.83,
SY7220-4L-02,,3690,3819.15,
MDBB50-300Z,,3615,3741.53,
MDBB50-400Z,,3935,4072.73,
MDBB50-500Z,,4260,4409.1,
MDBB50-600Z,,4590,4750.65,
MDBB50-700Z,,5670,5868.45,
MDBB40-200Z,,2795,2892.83,
MDBB40-300Z,,3035,3141.23,
MDBB40-400Z,,3265,3379.28,
MDBB40-500Z,,3500,3622.5,
MDBB40-600Z,,4375,4528.13,
MDBB40-700Z,,3965,4103.78,
MDBB63-200Z,,4010,4150.35,
MDBB63-400Z,,4755,4921.43,
MDBB63-500Z,,5130,5309.55,
MDBB63-600Z,,5510,5702.85,
MDBB63-700Z,,5880,6085.8,
MDBB32-400Z,,3010,3115.35,
MDBB32-500Z,,3220,3332.7,
MDBB32-600Z,,3430,3550.05,
MDBB32-700Z,,3640,3767.4,
CDQ2A25-35DZ,,1615,1671.53,
CD85N25-300C-B,,2410,2494.35,
DM6S-06N-C1,,1365,1412.78,
CDM2B20TF-300Z,,1830,1894.05,
AKH10B-03S,,1235,1278.23,
AW40-04-2-X2622,,53125,54984.38,
AC40A-04DG-V-B,,8185,8471.48,
VHS40-04A-S,,2930,3032.55,
CP96SDB32-100C-M9PL,,5160,5340.6,
D-F7PL,,1765,1826.78,
VT307-5DZ1-01F,,2290,2370.15,
CD85N20-25S-B,,1805,1868.18,
AF30-03-D,,1280,1324.8,
MHM-25D,,22030,22801.05,
MY1B32-PS,,610,631.35,
MY1B32-16B-3200,,2265,2344.28,
VM230-02-34BA,,1725,1785.38,
ZHV10-B,,4205,4352.18,
MGPM20-25AZ,,9880,10225.8,
MY1B32G-3200Z-M9PLS,,33290,34455.15,
CDQ2A50-50DCMZ,,3695,3824.33,
MDBF80-450BZ-XC8,,12875,13325.63,
PFM750S-01-B-A,,13300,13765.5,
VNC311B-15A-5DZ-B-X77-Q,,15065,15592.28,
EX9-FU05,,210,217.35,
ITVX2030-043BL3,,97655,101072.93,
IDG3A-03B,,48355,50047.43,
AF30-03D-D,,2325,2406.38,
CD55B32-30M,,2230,2308.05,
MBB63-PS,,770,796.95,
CP96SDB32-1050C-X1C31243A,,5280,5464.8,
CHDKGB40-45-M9BL,,11970,12388.95,
MGPL16-75Z,,8215,8502.53,
MB-C08,,1255,1298.93,
CD55B25-20M-M9PL,,4405,4559.18,
CD55B40-20M,,2775,2872.13,
VQZ2151-5YZ1-Q,,3555,3679.43,
VX220AZ1B,,1320,1366.2,
C96SDB63-600C,,5955,6163.43,
CDQ2B63-25DMZ-M9PJL-XB14,,19880,20575.8,
SY9240T-5LNZ-04,,5140,5319.9,
SY113-5G-PM3-Q,,1870,1935.45,
VQD1121U-5LO-M5,,3265,3379.28,
IP8001-032-W-2,,100255,103763.93,
AFD30-03D-D,,3665,3793.28,
ITV2050-313BL3,,18300,18940.5,
MGJ10-10-F8PL,,7775,8047.13,
CD85KN25-250-B-M9PL,,7440,7700.4,
CD85KN25-160-B-M9PL,,7130,7379.55,
IR2020-02BG1-A,,5105,5283.68,
IR1020-01BG1-A,,4065,4207.28,
LEFS25B-150-S3CP17,,66045,68356.58,
MXH10-50Z-M9BL,,14255,14753.93,
CD85N16-25NV-B-M9BL,,5055,5231.93,
MBKB100-250Z,,13155,13615.43,
MGPM12-75Z,,5265,5449.28,
Y400T-D,,355,367.43,
AW40-04E1-D,,7575,7840.13,
EX600-DXND,,15960,16518.6,
CDQMA32-30-M9BZ,,8230,8518.05,
CP96SDB50-100C-M9PL,,5930,6137.55,
MGPL50-100Z-M9PL,,21375,22123.13,
CH2GFY80B-150,,33855,35039.93,
JAH100-39-150,,16930,17522.55,
VHS40-04-D,,2515,2603.03,
SS5Y5-10S6EB2-10F-C8-NA,,44475,46031.63,
ASN2-01,,285,294.98,
CHDSDFY40-200A-B-M9PL,,24730,25595.55,
D-MP200A,,40470,41886.45,
JCDQ32-20-M9BWL,,5340,5526.9,
SGC221A-0515Y-5D,,9810,10153.35,
CS1N125A-P,,2855,2954.93,
ITV0090-3BS,,12015,12435.53,
SGC421A-0525Y-5D,,12810,13258.35,
VHS30-03-D,,1665,1723.28,
Y300T-D,,320,331.2,
AW30-03DG-D,,3935,4072.73,
Y300-D,,250,258.75,
AFM30-03D-D,,3595,3720.83,
Y34-02-D,,500,517.5,
E300-03-D,,395,408.83,
CDG1BA32-75Z,,3660,3788.1,
KQ2V06-U02A,,154,159.39,
KQ2VD06-01AS,,264,273.24,
MSQB200R-M9PL,,66030,68341.05,
VBA11A-02,,19870,20565.45,
CDQ2A25-30DMZ,,1645,1702.58,
CDQ2A16-20DMZ,,1230,1273.05,
MHS3-50D,,23830,24664.05,
KFG2H1075-02,,1069,1106.42,
KFG2T1075-00,,3197,3308.9,
T1075W-20,,3210,3322.35,
